,,,,,,Month,All items,"All items, less fresh food","All items, less imputed rent","All items, less imputed rent and fresh food","All items, less fresh food and energy","All items, less food (less alcoholic beverages) and energy ",Food,Fresh food,"Food, less fresh food ",Cereals,Fish and seafood,Fresh fish and seafood,Meats,Dairy products and eggs,Vegetables and seaweeds,Fresh vegetables,Fruits,Fresh fruits,"Oils, fats and seasonings",Cakes and candies,Cooked food,Beverages,Alcoholic beverages,Meals outside the home,Housing,"Housing, less imputed rent",Rent,"Rent, less imputed rent",Repairs and maintenance,"Fuel, light and water charges",Electricity,Gas,Other fuel and light,Water and sewerage charges,Furniture and household utensils,Household durable goods,Interior furnishings,Bedding,Domestic utensils,Domestic non durable goods,Domestic services,Clothes and footwear,Clothes,Japanese clothing,Clothing,"Shirts, sweaters and underwear",Shirts and sweaters,Underwear,Footwear,Other clothing,Services related to clothing,Medical care,Medicines and health fortification,Medical supplies and appliances,Medical services,Transportation and communication,Public transportation,Private transportation,Communication,Education,School fees,School textbooks and reference books for study,Tutorial fees,Culture and recreation,Recreational durable goods,Recreational goods,Books and other reading materials,Recreational services,Miscellaneous,Personal care services,Toilet articles,Personal effects,Tobacco,Other miscellaneous,Energy,Expenses for education,Expenses for culture and recreation,Expenses for information and communication
m01-1,200401      ,03          ,01,,409,Jan-04,-0.3 ,-0.1 ,-0.3 ,-0.1 ,-0.1 ,-0.4 ,-0.1 ,-3.2 ,0.5 ,10.0 ,-2.1 ,-2.3 ,1.0 ,-2.1 ,-3.3 ,-4.8 ,-1.5 ,-1.6 ,-1.4 ,0.1 ,-0.9 ,-2.4 ,-1.0 ,0.2 ,-0.2 ,-0.5 ,-0.1 ,-0.3 ,-0.7 ,0.4 ,0.3 ,0.8 ,-0.3 ,0.6 ,-3.1 ,-7.8 ,-4.2 ,-2.2 ,-1.8 ,1.1 ,0.3 ,-1.5 ,-2.2 ,-1.6 ,-2.2 ,-1.3 ,-1.9 ,-0.2 ,-1.3 ,-1.0 ,-0.3 ,3.6 ,-0.5 ,-2.3 ,7.8 ,-0.6 ,0.9 ,-1.3 ,-0.3 ,0.4 ,0.9 ,-1.5 ,-0.8 ,-1.8 ,-13.4 ,-2.6 ,0.5 ,-0.8 ,1.5 ,0.1 ,-1.7 ,4.1 ,8.2 ,-0.4 ,0.4 ,0.3 ,-1.4 ,
m01-1,200402      ,03          ,01,,410,Feb-04,0.0 ,0.0 ,0.0 ,-0.1 ,0.0 ,-0.4 ,0.8 ,0.4 ,0.9 ,10.2 ,-2.1 ,-3.0 ,2.2 ,-2.1 ,-0.1 ,0.2 ,5.8 ,6.0 ,-1.6 ,0.1 ,-0.7 ,-2.3 ,-1.1 ,0.6 ,-0.1 ,-0.4 ,0.0 ,-0.2 ,-0.6 ,0.3 ,0.3 ,0.7 ,-1.4 ,0.6 ,-3.3 ,-8.3 ,-4.2 ,-1.6 ,-1.8 ,0.2 ,0.3 ,-1.1 ,-1.9 ,-0.8 ,-2.0 ,-0.2 ,-0.6 ,0.4 ,-0.7 ,-0.9 ,-0.2 ,3.7 ,-0.5 ,-2.0 ,7.8 ,-0.9 ,0.3 ,-1.6 ,-0.3 ,0.4 ,0.9 ,-1.5 ,-0.8 ,-1.7 ,-12.5 ,-2.4 ,0.5 ,-0.8 ,1.6 ,0.1 ,-1.5 ,4.5 ,8.2 ,-0.4 ,0.2 ,0.3 ,-1.5 ,
m01-1,200403      ,03          ,01,,411,Mar-04,-0.1 ,-0.1 ,-0.1 ,-0.1 ,-0.1 ,-0.4 ,0.7 ,-0.8 ,0.9 ,9.2 ,-2.3 ,-2.8 ,3.0 ,-1.8 ,-1.0 ,-1.6 ,3.6 ,3.8 ,-1.3 ,0.3 ,-0.4 ,-2.3 ,-0.9 ,0.7 ,-0.1 ,-0.5 ,0.0 ,-0.2 ,-0.7 ,0.3 ,0.3 ,0.7 ,-2.7 ,0.5 ,-3.1 ,-8.5 ,-3.5 ,-2.0 ,-1.0 ,0.0 ,0.3 ,-0.8 ,-1.8 ,0.2 ,-1.9 ,0.2 ,0.1 ,0.2 ,0.0 ,-0.3 ,-0.1 ,3.6 ,-0.5 ,-2.5 ,7.8 ,-1.2 ,0.6 ,-2.2 ,-0.4 ,0.4 ,0.9 ,-1.5 ,-1.1 ,-1.7 ,-12.1 ,-2.6 ,0.4 ,-0.7 ,1.3 ,0.1 ,-1.2 ,2.5 ,8.2 ,-0.4 ,-0.5 ,0.3 ,-1.4 ,
m01-1,200404      ,03          ,01,,412,Apr-04,-0.4 ,-0.2 ,-0.6 ,-0.3 ,-0.1 ,-0.6 ,0.0 ,-4.8 ,0.9 ,8.0 ,-2.0 ,-2.4 ,2.8 ,-1.5 ,-5.5 ,-8.4 ,-1.9 ,-2.0 ,-1.3 ,0.2 ,-0.5 ,-2.4 ,-0.8 ,1.4 ,-0.1 ,-0.5 ,-0.1 ,-0.3 ,-0.6 ,-0.5 ,-0.5 ,-0.5 ,-3.3 ,0.5 ,-3.5 ,-9.1 ,-3.6 ,-2.9 ,-1.2 ,-0.2 ,0.5 ,-0.7 ,-1.2 ,0.2 ,-1.3 ,-0.3 ,-0.4 ,-0.3 ,-0.3 ,-0.5 ,0.4 ,-1.3 ,-0.9 ,-2.3 ,-1.3 ,-1.2 ,0.1 ,-1.9 ,-0.4 ,0.7 ,0.6 ,0.0 ,1.0 ,-1.1 ,-11.7 ,-1.3 ,0.7 ,-0.4 ,1.4 ,0.2 ,-1.2 ,2.1 ,8.2 ,0.1 ,-0.8 ,0.6 ,-1.1 ,
m01-1,200405      ,03          ,01,,413,May-04,-0.5 ,-0.3 ,-0.5 ,-0.3 ,-0.3 ,-0.6 ,0.0 ,-4.7 ,0.9 ,6.8 ,0.5 ,1.7 ,3.0 ,-0.3 ,-6.9 ,-10.8 ,-4.3 ,-4.4 ,-1.5 ,0.7 ,-0.5 ,-2.9 ,-1.2 ,1.3 ,-0.2 ,-0.5 ,-0.2 ,-0.5 ,-0.6 ,-0.5 ,-0.5 ,-0.6 ,-3.0 ,0.5 ,-3.5 ,-9.3 ,-4.3 ,-2.0 ,-1.2 ,-0.5 ,0.6 ,-0.5 ,-1.3 ,0.6 ,-1.5 ,0.3 ,0.3 ,0.1 ,-0.2 ,-0.3 ,0.5 ,-1.2 ,-0.7 ,-2.0 ,-1.3 ,-0.9 ,0.2 ,-1.6 ,-0.4 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.4 ,-11.7 ,-2.8 ,0.7 ,-0.2 ,1.1 ,0.2 ,-1.2 ,0.8 ,8.2 ,0.1 ,-0.5 ,0.6 ,-1.3 ,
m01-1,200406      ,03          ,01,,414,Jun-04,0.0 ,-0.1 ,0.0 ,-0.1 ,-0.2 ,-0.7 ,1.0 ,1.5 ,1.0 ,6.2 ,-0.7 ,-0.4 ,2.7 ,0.5 ,2.6 ,4.4 ,-0.2 ,-0.1 ,-1.5 ,0.6 ,0.0 ,-2.4 ,-1.0 ,1.3 ,-0.3 ,-0.6 ,-0.3 ,-0.4 ,-0.6 ,-0.2 ,-0.5 ,-0.6 ,0.0 ,0.6 ,-3.5 ,-9.2 ,-4.0 ,-1.5 ,-1.5 ,-0.7 ,0.6 ,-0.5 ,-1.1 ,0.0 ,-1.2 ,0.3 ,0.4 ,0.2 ,-0.3 ,-0.4 ,0.4 ,-1.2 ,-0.6 ,-2.0 ,-1.2 ,0.0 ,0.3 ,0.0 ,-0.4 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.4 ,-11.8 ,-1.9 ,0.7 ,-0.6 ,1.2 ,0.3 ,-0.9 ,0.7 ,8.2 ,0.1 ,1.3 ,0.7 ,-1.2 ,
m01-1,200407      ,03          ,01,,415,Jul-04,-0.1 ,-0.2 ,-0.2 ,-0.2 ,-0.4 ,-0.8 ,0.8 ,0.7 ,0.9 ,5.8 ,-0.8 ,-0.7 ,2.9 ,1.0 ,-1.0 ,-1.2 ,5.7 ,6.1 ,-1.7 ,0.4 ,0.3 ,-2.2 ,-0.8 ,1.0 ,-0.3 ,-0.6 ,-0.3 ,-0.4 ,-0.7 ,-0.2 ,-0.5 ,-0.8 ,1.0 ,0.6 ,-3.9 ,-9.2 ,-4.0 ,-1.4 ,-1.3 ,-2.7 ,0.6 ,-0.7 ,-1.6 ,0.1 ,-1.7 ,0.3 ,0.5 ,0.2 ,-0.7 ,-0.1 ,0.3 ,-1.3 ,-0.6 ,-2.2 ,-1.2 ,0.1 ,0.3 ,0.4 ,-0.5 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.5 ,-12.2 ,-1.9 ,0.3 ,-0.5 ,-0.1 ,0.2 ,-0.9 ,0.7 ,0.0 ,0.1 ,1.7 ,0.7 ,-1.2 ,
m01-1,200408      ,03          ,01,,416,Aug-04,-0.2 ,-0.2 ,-0.2 ,-0.1 ,-0.4 ,-0.7 ,0.5 ,-1.7 ,0.9 ,5.5 ,-1.7 ,-2.2 ,3.3 ,0.8 ,-3.3 ,-5.0 ,4.2 ,4.5 ,-2.1 ,0.6 ,0.2 ,-2.4 ,-0.8 ,1.0 ,-0.4 ,-0.4 ,-0.3 ,-0.5 ,-0.5 ,-0.1 ,-0.5 ,-0.8 ,1.4 ,0.6 ,-3.7 ,-9.1 ,-3.2 ,-1.9 ,-1.1 ,-2.4 ,0.6 ,0.0 ,-0.5 ,0.6 ,-0.6 ,0.7 ,1.1 ,0.0 ,-0.4 ,-0.2 ,0.3 ,-1.2 ,-0.5 ,-2.0 ,-1.2 ,0.2 ,-0.5 ,0.8 ,-0.5 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.4 ,-12.5 ,-1.6 ,0.4 ,-0.6 ,-0.3 ,0.1 ,-1.2 ,-0.2 ,0.0 ,0.1 ,1.8 ,0.7 ,-1.3 ,
m01-1,200409      ,03          ,01,,417,Sep-04,0.0 ,0.0 ,0.1 ,0.0 ,-0.3 ,-0.7 ,0.6 ,0.2 ,0.7 ,3.3 ,-1.2 ,-1.1 ,3.0 ,1.3 ,1.1 ,2.0 ,-1.3 ,-1.2 ,-0.5 ,0.6 ,0.2 ,-1.9 ,-0.9 ,1.0 ,-0.4 ,-0.5 ,-0.3 ,-0.4 ,-0.5 ,0.3 ,-0.5 ,-0.8 ,7.6 ,0.8 ,-3.6 ,-8.8 ,-3.7 ,-1.8 ,-0.7 ,-2.7 ,0.6 ,0.2 ,0.0 ,0.3 ,0.1 ,1.0 ,1.5 ,0.2 ,-0.9 ,-0.3 ,0.2 ,-1.2 ,-0.5 ,-1.7 ,-1.2 ,1.0 ,0.4 ,1.8 ,-0.5 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.3 ,-12.7 ,-1.6 ,0.4 ,-0.4 ,-0.4 ,0.1 ,-0.7 ,-1.3 ,0.0 ,0.1 ,3.5 ,0.7 ,-1.1 ,
m01-1,200410      ,03          ,01,,418,Oct-04,0.5 ,-0.1 ,0.6 ,-0.1 ,-0.4 ,-0.5 ,2.3 ,13.6 ,0.1 ,-3.2 ,-0.3 ,-0.1 ,3.8 ,1.5 ,18.2 ,29.9 ,7.0 ,7.5 ,-1.4 ,0.4 ,0.4 ,-2.5 ,-0.8 ,0.8 ,-0.2 ,-0.6 ,-0.2 ,-0.5 ,-0.6 ,0.2 ,-1.2 ,-0.5 ,10.3 ,0.8 ,-3.0 ,-7.2 ,-3.5 ,-1.2 ,-0.5 ,-2.7 ,0.6 ,0.7 ,1.2 ,0.4 ,1.2 ,1.7 ,2.2 ,0.3 ,-1.4 ,-0.4 ,0.4 ,-1.1 ,-0.4 ,-1.8 ,-1.2 ,1.0 ,0.0 ,2.0 ,-0.4 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.3 ,-12.1 ,-2.0 ,0.5 ,-0.1 ,-0.2 ,0.2 ,-0.5 ,-1.0 ,0.0 ,0.2 ,3.5 ,0.7 ,-1.1 ,
m01-1,200411      ,03          ,01,,419,Nov-04,0.8 ,-0.2 ,0.9 ,-0.2 ,-0.5 ,-0.7 ,3.5 ,23.1 ,-0.1 ,-6.3 ,-0.7 ,-1.2 ,3.9 ,2.4 ,31.9 ,54.7 ,12.3 ,12.9 ,0.1 ,0.1 ,0.2 ,-2.6 ,-0.8 ,0.8 ,-0.2 ,-0.5 ,-0.2 ,-0.4 ,-0.5 ,0.6 ,-1.2 ,-0.3 ,15.9 ,0.8 ,-3.0 ,-6.6 ,-3.3 ,-1.5 ,-0.6 ,-3.3 ,0.6 ,1.1 ,1.6 ,0.7 ,1.7 ,2.0 ,2.9 ,0.0 ,-1.3 ,-0.4 ,0.3 ,-1.0 ,-0.4 ,-1.4 ,-1.2 ,0.2 ,-0.1 ,2.3 ,-4.9 ,0.8 ,0.7 ,0.0 ,1.0 ,-0.9 ,-12.1 ,0.0 ,0.3 ,-0.3 ,-0.3 ,0.2 ,-0.5 ,-1.0 ,0.0 ,0.2 ,4.2 ,0.7 ,-0.9 ,
m01-1,200412      ,03          ,01,,420,Dec-04,0.2 ,-0.2 ,0.3 ,-0.2 ,-0.5 ,-0.7 ,1.3 ,9.3 ,-0.2 ,-7.9 ,-1.3 ,-2.4 ,3.8 ,5.1 ,9.4 ,15.8 ,17.1 ,18.1 ,-0.4 ,0.0 ,0.4 ,-2.1 ,-0.7 ,0.8 ,-0.2 ,-0.5 ,-0.2 ,-0.4 ,-0.6 ,0.7 ,-1.2 ,0.0 ,18.2 ,0.7 ,-3.0 ,-6.2 ,-3.6 ,-2.3 ,-0.7 ,-3.3 ,0.6 ,0.8 ,1.6 ,0.4 ,1.8 ,1.3 ,1.8 ,0.0 ,-1.4 ,-0.7 ,0.4 ,-1.0 ,-0.4 ,-1.3 ,-1.2 ,0.2 ,0.4 ,1.9 ,-4.8 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.1 ,-12.7 ,-1.2 ,0.6 ,-0.2 ,-0.1 ,0.2 ,-1.0 ,0.2 ,0.0 ,0.2 ,4.1 ,0.7 ,-0.9 ,
m01-1,200501      ,03          ,01,,421,Jan-05,-0.1 ,-0.3 ,0.0 ,-0.3 ,-0.6 ,-0.6 ,0.5 ,4.6 ,-0.4 ,-9.6 ,0.2 ,-0.5 ,3.5 ,4.3 ,2.7 ,4.3 ,12.7 ,13.4 ,-1.2 ,0.4 ,0.3 ,-2.5 ,-0.4 ,0.8 ,-0.1 ,-0.4 ,-0.1 ,-0.4 ,-0.6 ,0.4 ,-2.0 ,0.1 ,17.5 ,0.5 ,-2.9 ,-5.6 ,-4.1 ,-2.2 ,-0.7 ,-3.4 ,0.6 ,1.1 ,2.6 ,0.3 ,2.8 ,1.7 ,2.4 ,0.3 ,-1.0 ,-3.4 ,0.4 ,-1.0 ,-0.4 ,-1.2 ,-1.2 ,-0.2 ,0.0 ,2.4 ,-7.5 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.1 ,-12.2 ,-0.7 ,0.5 ,-0.3 ,0.0 ,0.2 ,-0.5 ,0.3 ,0.0 ,0.2 ,3.5 ,0.6 ,-0.9 ,
m01-1,200502      ,03          ,01,,422,Feb-05,-0.3 ,-0.4 ,-0.3 ,-0.4 ,-0.7 ,-0.6 ,-0.1 ,2.0 ,-0.6 ,-9.8 ,0.6 ,0.4 ,2.4 ,5.9 ,1.0 ,1.6 ,4.6 ,5.0 ,-0.6 ,0.1 ,0.1 ,-2.3 ,-0.1 ,0.5 ,-0.3 ,-0.5 ,-0.2 ,-0.4 ,-0.5 ,0.4 ,-2.0 ,0.2 ,17.8 ,0.5 ,-2.7 ,-5.3 ,-3.9 ,-2.2 ,-0.7 ,-3.1 ,0.6 ,0.9 ,2.7 ,0.4 ,3.1 ,1.3 ,1.8 ,0.3 ,-1.5 ,-4.4 ,0.3 ,-1.0 ,-0.3 ,-1.3 ,-1.2 ,-0.2 ,0.0 ,2.4 ,-7.5 ,0.8 ,0.7 ,0.0 ,1.0 ,-1.1 ,-12.9 ,-1.5 ,0.2 ,0.0 ,-0.1 ,0.2 ,-0.6 ,-0.1 ,0.0 ,0.2 ,3.2 ,0.6 ,-1.0 ,
m01-1,200503      ,03          ,01,,423,Mar-05,-0.2 ,-0.3 ,-0.1 ,-0.3 ,-0.6 ,-0.6 ,0.1 ,3.5 ,-0.5 ,-9.3 ,0.0 ,-0.7 ,1.8 ,6.7 ,2.9 ,4.9 ,7.3 ,7.7 ,-0.5 ,0.2 ,0.1 ,-2.0 ,0.1 ,0.3 ,-0.3 ,-0.4 ,-0.3 ,-0.5 ,-0.4 ,0.4 ,-2.0 ,0.2 ,18.1 ,0.5 ,-2.8 ,-4.8 ,-3.5 ,-2.1 ,-1.2 ,-3.5 ,0.6 ,0.9 ,2.2 ,-0.1 ,2.4 ,1.1 ,1.4 ,0.7 ,-2.5 ,-1.5 ,0.4 ,-1.0 ,-0.2 ,-1.1 ,-1.2 ,0.0 ,0.5 ,2.4 ,-7.5 ,0.8 ,0.7 ,0.0 ,1.2 ,-1.0 ,-12.8 ,-0.9 ,0.3 ,-0.1 ,-0.1 ,0.2 ,-0.9 ,0.3 ,0.0 ,0.2 ,3.2 ,0.7 ,-0.8 ,
m01-1,200504      ,03          ,01,,424,Apr-05,0.0 ,-0.2 ,0.1 ,-0.2 ,-0.6 ,-0.5 ,0.1 ,4.1 ,-0.5 ,-8.4 ,-0.5 ,-1.4 ,2.1 ,5.9 ,3.6 ,5.7 ,9.9 ,10.4 ,-0.6 ,0.1 ,0.1 ,-1.9 ,0.0 ,-0.2 ,-0.3 ,-0.4 ,-0.3 ,-0.3 ,-0.6 ,0.7 ,-3.1 ,0.9 ,26.7 ,0.5 ,-2.4 ,-4.2 ,-3.4 ,-1.1 ,-1.0 ,-3.5 ,0.4 ,0.7 ,1.8 ,0.3 ,2.0 ,1.0 ,1.3 ,1.0 ,-2.0 ,-1.3 ,0.1 ,-0.1 ,0.0 ,-1.1 ,0.3 ,0.6 ,0.2 ,3.8 ,-7.5 ,0.7 ,0.8 ,-0.1 ,0.6 ,-1.1 ,-12.9 ,-1.0 ,0.0 ,0.0 ,0.0 ,0.2 ,-0.7 ,0.4 ,0.0 ,0.4 ,4.3 ,0.5 ,-0.8 ,
m01-1,200505      ,03          ,01,,425,May-05,0.2 ,0.0 ,0.2 ,0.0 ,-0.4 ,-0.4 ,0.2 ,3.8 ,-0.5 ,-7.6 ,-1.3 ,-3.1 ,1.7 ,4.7 ,4.2 ,7.3 ,8.7 ,9.2 ,-0.6 ,-0.1 ,0.4 ,-0.8 ,0.0 ,-0.1 ,-0.2 ,-0.4 ,-0.2 ,-0.3 ,-0.5 ,0.8 ,-3.1 ,1.0 ,28.2 ,0.6 ,-2.2 ,-3.7 ,-2.8 ,-1.6 ,-0.9 ,-2.8 ,0.3 ,0.8 ,2.0 ,0.2 ,2.1 ,1.2 ,1.4 ,0.9 ,-1.6 ,-1.4 ,0.2 ,-0.2 ,-0.2 ,-1.4 ,0.3 ,0.8 ,0.2 ,4.1 ,-7.5 ,0.7 ,0.7 ,-0.1 ,0.6 ,-0.4 ,-12.3 ,-0.1 ,0.1 ,0.5 ,0.2 ,0.2 ,-0.8 ,1.4 ,0.0 ,0.4 ,4.6 ,0.6 ,-0.3 ,
m01-1,200506      ,03          ,01,,426,Jun-05,-0.5 ,-0.2 ,-0.6 ,-0.2 ,-0.5 ,-0.4 ,-1.5 ,-6.8 ,-0.5 ,-7.3 ,-2.0 ,-3.8 ,2.1 ,3.0 ,-8.5 ,-13.6 ,-0.2 ,-0.2 ,-0.3 ,0.2 ,0.3 ,-1.5 ,0.0 ,-0.1 ,-0.1 ,-0.3 ,0.0 ,-0.3 ,-0.4 ,0.6 ,-3.1 ,1.1 ,24.7 ,0.5 ,-2.3 ,-4.0 ,-2.7 ,-1.8 ,-0.8 ,-3.2 ,0.4 ,0.8 ,1.8 ,0.6 ,1.9 ,1.1 ,1.1 ,1.1 ,-1.7 ,-1.4 ,0.2 ,-0.2 ,-0.3 ,-1.6 ,0.3 ,-0.1 ,-0.2 ,2.6 ,-7.5 ,0.7 ,0.7 ,-0.1 ,0.6 ,-0.8 ,-12.6 ,-0.9 ,0.3 ,0.2 ,0.3 ,0.1 ,-0.7 ,1.7 ,0.0 ,0.4 ,2.8 ,0.5 ,-0.8 ,
m01-1,200507      ,03          ,01,,427,Jul-05,-0.3 ,-0.2 ,-0.3 ,-0.2 ,-0.4 ,-0.4 ,-0.7 ,-2.2 ,-0.4 ,-6.6 ,0.2 ,-0.3 ,2.4 ,1.3 ,-0.9 ,-1.7 ,-5.6 ,-5.7 ,-0.5 ,0.2 ,0.4 ,-1.7 ,-0.1 ,-0.1 ,-0.1 ,-0.4 ,0.0 ,-0.4 ,-0.4 ,0.5 ,-3.4 ,0.7 ,25.7 ,0.5 ,-2.3 ,-4.2 ,-2.8 ,-2.3 ,-0.8 ,-2.9 ,0.4 ,0.9 ,1.8 ,0.0 ,1.9 ,1.2 ,1.1 ,1.2 ,-1.5 ,-1.0 ,0.3 ,-0.3 ,-0.4 ,-1.8 ,0.3 ,0.0 ,-0.6 ,2.8 ,-7.4 ,0.7 ,0.7 ,-0.1 ,0.6 ,-0.8 ,-11.9 ,-0.3 ,0.3 ,-0.2 ,0.3 ,0.2 ,-0.5 ,1.7 ,0.0 ,0.4 ,3.0 ,0.5 ,-0.9 ,
m01-1,200508      ,03          ,01,,428,Aug-05,-0.3 ,-0.1 ,-0.4 ,-0.2 ,-0.4 ,-0.5 ,-1.1 ,-4.0 ,-0.5 ,-6.2 ,-1.8 ,-3.4 ,1.5 ,0.6 ,-2.8 ,-4.7 ,-4.2 ,-4.3 ,0.1 ,0.1 ,0.5 ,-1.2 ,-0.2 ,-0.1 ,0.0 ,-0.4 ,0.1 ,-0.3 ,-0.4 ,0.6 ,-3.4 ,0.7 ,28.8 ,0.5 ,-2.4 ,-3.9 ,-3.1 ,-2.1 ,-1.1 ,-3.1 ,0.4 ,1.0 ,1.8 ,-1.1 ,2.2 ,1.6 ,1.8 ,1.2 ,-1.7 ,-1.0 ,0.4 ,-0.2 ,-0.4 ,-1.8 ,0.2 ,0.2 ,-0.9 ,3.5 ,-7.4 ,0.7 ,0.7 ,-0.1 ,0.6 ,-0.9 ,-11.9 ,-0.8 ,0.7 ,-0.3 ,0.3 ,0.3 ,-0.8 ,2.1 ,0.0 ,0.4 ,3.9 ,0.5 ,-1.0 ,
m01-1,200509      ,03          ,01,,429,Sep-05,-0.3 ,-0.1 ,-0.5 ,-0.2 ,-0.3 ,-0.3 ,-1.2 ,-5.3 ,-0.4 ,-5.1 ,-1.4 ,-3.4 ,1.7 ,-0.5 ,-5.3 ,-8.1 ,-2.5 ,-2.6 ,-0.9 ,-0.2 ,1.0 ,-1.4 ,-0.1 ,-0.1 ,0.3 ,-0.3 ,0.3 ,-0.3 ,-0.3 ,0.5 ,-3.4 ,0.7 ,25.3 ,0.3 ,-2.2 ,-3.7 ,-2.5 ,-2.2 ,-0.9 ,-2.8 ,0.4 ,0.3 ,0.6 ,0.0 ,0.6 ,1.0 ,0.8 ,1.3 ,-1.5 ,-1.1 ,0.5 ,-0.3 ,-0.4 ,-1.9 ,0.2 ,0.2 ,0.2 ,2.9 ,-7.4 ,0.7 ,0.7 ,-0.1 ,0.6 ,-0.9 ,-11.5 ,-0.6 ,0.6 ,-0.3 ,0.2 ,0.3 ,-1.2 ,2.2 ,0.0 ,0.4 ,3.0 ,0.5 ,-0.6 ,
m01-1,200510      ,03          ,01,,430,Oct-05,-0.7 ,0.0 ,-0.9 ,-0.1 ,-0.3 ,-0.4 ,-2.8 ,-14.2 ,-0.2 ,-3.5 ,-2.1 ,-4.1 ,1.3 ,-0.3 ,-16.2 ,-23.9 ,-8.5 ,-9.0 ,-0.7 ,-0.2 ,0.9 ,-1.9 ,-0.1 ,0.1 ,0.2 ,-0.2 ,0.3 ,-0.3 ,-0.2 ,1.6 ,-1.3 ,1.0 ,25.6 ,0.5 ,-2.1 ,-3.4 ,-1.8 ,-1.9 ,-1.2 ,-2.9 ,0.5 ,0.2 ,0.2 ,-0.4 ,0.2 ,0.8 ,0.7 ,1.1 ,-1.0 ,-0.5 ,0.5 ,-0.3 ,-0.7 ,-1.1 ,0.2 ,0.2 ,0.2 ,2.9 ,-7.4 ,0.7 ,0.7 ,-0.1 ,0.6 ,-1.2 ,-12.9 ,-1.7 ,0.7 ,-0.4 ,0.7 ,0.3 ,-1.4 ,1.8 ,0.0 ,5.1 ,4.2 ,0.5 ,-1.0 ,
m01-1,200511      ,03          ,01,,431,Nov-05,-0.8 ,0.1 ,-1.0 ,0.0 ,-0.2 ,-0.1 ,-3.4 ,-16.8 ,-0.4 ,-2.8 ,-0.6 ,-1.5 ,0.8 ,-1.6 ,-20.1 ,-29.1 ,-11.6 ,-12.0 ,-1.6 ,0.0 ,1.1 ,-1.6 ,-0.2 ,0.1 ,0.2 ,-0.2 ,0.4 ,-0.2 ,-0.2 ,1.5 ,-1.3 ,1.3 ,22.0 ,0.5 ,-2.0 ,-3.8 ,-2.1 ,-1.4 ,-0.9 ,-2.3 ,0.5 ,0.2 ,0.3 ,-0.3 ,0.3 ,0.7 ,0.6 ,1.2 ,-1.0 ,-0.4 ,0.5 ,-0.3 ,-0.7 ,-1.2 ,0.3 ,0.8 ,0.2 ,2.4 ,-3.3 ,0.7 ,0.7 ,-0.1 ,0.6 ,-1.0 ,-12.7 ,-1.1 ,0.7 ,-0.2 ,0.8 ,0.3 ,-1.3 ,1.8 ,0.0 ,5.1 ,3.6 ,0.5 ,-0.8 ,
m01-1,200512      ,03          ,01,,432,Dec-05,-0.1 ,0.1 ,-0.4 ,0.1 ,-0.2 ,0.0 ,-1.6 ,-7.5 ,-0.4 ,-2.6 ,0.7 ,0.5 ,1.1 ,-4.0 ,-5.7 ,-8.5 ,-16.3 ,-17.1 ,-1.8 ,0.2 ,1.2 ,-2.6 ,-0.2 ,0.1 ,0.3 ,-0.2 ,0.5 ,-0.2 ,-0.2 ,1.6 ,-1.3 ,1.8 ,21.1 ,0.6 ,-1.9 ,-3.4 ,-1.9 ,-1.5 ,-0.7 ,-2.4 ,0.5 ,0.6 ,0.9 ,-0.2 ,0.9 ,1.2 ,1.2 ,1.0 ,-0.7 ,-0.2 ,0.5 ,-0.3 ,-0.6 ,-1.7 ,0.3 ,0.8 ,0.3 ,2.5 ,-3.3 ,0.7 ,0.7 ,-0.1 ,0.6 ,-0.7 ,-12.1 ,0.1 ,0.5 ,-0.2 ,0.9 ,0.3 ,-1.2 ,2.5 ,0.0 ,5.1 ,3.6 ,0.5 ,-0.4 ,
m01-1,200601      ,03          ,01,,433,Jan-06,-0.1 ,-0.1 ,-0.1 ,-0.1 ,-0.6 ,-0.7 ,0.0 ,1.9 ,-0.4 ,-2.1 ,-1.2 ,-2.5 ,0.2 ,-2.9 ,6.9 ,11.4 ,-7.9 ,-8.2 ,-0.7 ,-0.1 ,0.6 ,-2.3 ,-0.6 ,0.2 ,0.1 ,-0.1 ,0.2 ,-0.1 ,-0.2 ,3.7 ,1.4 ,2.9 ,31.3 ,0.7 ,-2.6 ,-5.4 ,-2.4 ,-1.0 ,-0.3 ,-2.4 ,0.2 ,0.5 ,0.7 ,-0.4 ,1.0 ,1.0 ,1.2 ,1.0 ,-0.8 ,-0.8 ,0.6 ,-0.4 ,-0.6 ,-1.7 ,0.0 ,0.2 ,-0.2 ,2.7 ,-4.4 ,0.6 ,0.8 ,-0.1 ,0.1 ,-2.4 ,-20.8 ,-0.9 ,0.6 ,0.3 ,0.3 ,0.3 ,-1.3 ,1.6 ,0.0 ,1.0 ,5.9 ,0.6 ,-2.2 ,-3.5 
